pair,cross_coassignment,mode,seed,louvain_seed,gamma
D/E,0.06609740670461733,combined,41,41,0.5
D/F,0.4886970078551298,combined,41,41,0.5
D/G,0.0,combined,41,41,0.5
E/F,0.024119562000591892,combined,41,41,0.5
E/G,0.0,combined,41,41,0.5
F/G,0.48267972302768136,combined,41,41,0.5
A/B,0.0,combined,42,42,0.5
A/C,0.0,combined,42,42,0.5
A/D,0.021832846613822836,combined,42,42,0.5
A/E,0.00983756577442233,combined,42,42,0.5
A/F,0.12310495152579869,combined,42,42,0.5
A/G,0.0026457942894939916,combined,42,42,0.5
B/C,0.0,combined,42,42,0.5
B/D,0.006535947712418301,combined,42,42,0.5
B/E,0.5645161290322581,combined,42,42,0.5
B/F,0.0,combined,42,42,0.5
B/G,0.0,combined,42,42,0.5
C/D,0.0,combined,42,42,0.5
C/E,0.0,combined,42,42,0.5
C/F,0.0032690076979858696,combined,42,42,0.5
C/G,0.058781490083973556,combined,42,42,0.5
D/E,0.4282099936748893,combined,42,42,0.5
D/F,0.017828946053446863,combined,42,42,0.5
D/G,0.00013546005621592334,combined,42,42,0.5
E/F,0.009996382887770872,combined,42,42,0.5
E/G,0.00011142682043567887,combined,42,42,0.5
F/G,0.10126602335567492,combined,42,42,0.5
A/B,0.0,combined,43,43,0.5
A/C,0.0,combined,43,43,0.5
A/D,0.013442729337597924,combined,43,43,0.5
A/E,0.005414474185922367,combined,43,43,0.5
A/F,0.022035699568395253,combined,43,43,0.5
A/G,0.00011024142872891633,combined,43,43,0.5
B/C,0.0,combined,43,43,0.5
B/D,0.0,combined,43,43,0.5
B/E,0.08602150537634409,combined,43,43,0.5
B/F,0.0,combined,43,43,0.5
B/G,0.0,combined,43,43,0.5
C/D,0.0,combined,43,43,0.5
C/E,0.0,combined,43,43,0.5
C/F,0.020984920383844776,combined,43,43,0.5
C/G,0.03680543148115062,combined,43,43,0.5
D/E,0.022313584932180757,combined,43,43,0.5
D/F,0.5277927684835402,combined,43,43,0.5
D/G,0.015239256324291375,combined,43,43,0.5
E/F,0.005886028081944034,combined,43,43,0.5
E/G,0.00016714023065351831,combined,43,43,0.5
F/G,0.4370838681054016,combined,43,43,0.5
A/B,0.0,combined,44,44,0.5
A/C,0.0,combined,44,44,0.5
A/D,0.013535437815788254,combined,44,44,0.5
A/E,7.626019980172348e-05,combined,44,44,0.5
A/F,0.036285162773548485,combined,44,44,0.5
A/G,0.0,combined,44,44,0.5
B/C,0.0,combined,44,44,0.5
B/D,0.0,combined,44,44,0.5
B/E,0.08602150537634409,combined,44,44,0.5
B/F,0.0,combined,44,44,0.5
B/G,0.0,combined,44,44,0.5
C/D,0.0,combined,44,44,0.5
C/E,0.0,combined,44,44,0.5
C/F,0.14425814615627966,combined,44,44,0.5
C/G,0.1748079328211542,combined,44,44,0.5
D/E,0.010682409164382598,combined,44,44,0.5
D/F,0.40428934060882254,combined,44,44,0.5
D/G,0.0,combined,44,44,0.5
E/F,0.037519318667587384,combined,44,44,0.5
E/G,0.0,combined,44,44,0.5
F/G,0.26769976707705473,combined,44,44,0.5
A/B,0.0,combined,45,45,0.5
A/C,0.011005135730007337,combined,45,45,0.5
A/D,0.017892736290733787,combined,45,45,0.5
A/E,0.0021352855944482573,combined,45,45,0.5
A/F,0.19435226755156484,combined,45,45,0.5
A/G,0.004593392863704847,combined,45,45,0.5
B/C,0.0,combined,45,45,0.5
B/D,0.0,combined,45,45,0.5
B/E,0.21867456660083387,combined,45,45,0.5
B/F,0.0,combined,45,45,0.5
B/G,0.0,combined,45,45,0.5
C/D,0.0,combined,45,45,0.5
C/E,0.0,combined,45,45,0.5
C/F,0.01507961615522514,combined,45,45,0.5
C/G,0.0701804538145435,combined,45,45,0.5
D/E,0.037212734556188065,combined,45,45,0.5
D/F,0.15840179088964843,combined,45,45,0.5
D/G,0.0,combined,45,45,0.5
E/F,0.00771102561573115,combined,45,45,0.5
E/G,0.0,combined,45,45,0.5
F/G,0.30961005213037346,combined,45,45,0.5
A/B,0.0,combined,46,46,0.5
A/C,0.26803619466862316,combined,46,46,0.5
A/D,0.014184397163120567,combined,46,46,0.5
A/E,0.011095859071150767,combined,46,46,0.5
A/F,0.025896284728999935,combined,46,46,0.5
A/G,0.005254841436078345,combined,46,46,0.5
B/C,0.0,combined,46,46,0.5
B/D,0.0,combined,46,46,0.5
B/E,0.5806451612903226,combined,46,46,0.5
B/F,0.0,combined,46,46,0.5
B/G,0.0,combined,46,46,0.5
C/D,0.0,combined,46,46,0.5
C/E,0.0014831294030404152,combined,46,46,0.5
C/F,0.00337445955921122,combined,46,46,0.5
C/G,0.02440593174915133,combined,46,46,0.5
D/E,0.41127275282873005,combined,46,46,0.5
D/F,0.039655413643541006,combined,46,46,0.5
D/G,0.0019573978123200923,combined,46,46,0.5
E/F,0.01399164775903456,combined,46,46,0.5
E/G,5.571341021783943e-06,combined,46,46,0.5
F/G,0.28575684112119915,combined,46,46,0.5
A/B,0.0,combined,47,47,0.5
A/C,0.9244314013206163,combined,47,47,0.5
A/D,0.9799286144717935,combined,47,47,0.5
A/E,0.01601464195836193,combined,47,47,0.5
A/F,0.9625436484698636,combined,47,47,0.5
A/G,0.026759269466798956,combined,47,47,0.5
B/C,0.0,combined,47,47,0.5
B/D,0.013071895424836602,combined,47,47,0.5
B/E,0.9838709677419355,combined,47,47,0.5
B/F,0.0,combined,47,47,0.5
B/G,0.0,combined,47,47,0.5
C/D,0.9188640973630832,combined,47,47,0.5
C/E,0.015016685205784204,combined,47,47,0.5
C/F,0.9042497100073816,combined,47,47,0.5
C/G,0.09212077898874398,combined,47,47,0.5
D/E,0.028779253636938645,combined,47,47,0.5
D/F,0.9567468169734764,combined,47,47,0.5
D/G,0.02659080903518575,combined,47,47,0.5
E/F,0.015635789681365295,combined,47,47,0.5
E/G,0.00043456459969914757,combined,47,47,0.5
F/G,0.0498993836256754,combined,47,47,0.5
A/B,0.008250108554059922,combined,48,48,0.5
A/C,0.003668378576669112,combined,48,48,0.5
A/D,0.07634543178973717,combined,48,48,0.5
A/E,0.014184397163120567,combined,48,48,0.5
A/F,0.15897802936647365,combined,48,48,0.5
A/G,0.0016242237166060338,combined,48,48,0.5
B/C,0.0,combined,48,48,0.5
B/D,0.01520608243297319,combined,48,48,0.5
B/E,0.5816326530612245,combined,48,48,0.5
B/F,0.005336079385882793,combined,48,48,0.5
B/G,0.0,combined,48,48,0.5
C/D,0.0,combined,48,48,0.5
C/E,0.0,combined,48,48,0.5
C/F,0.08003796267004112,combined,48,48,0.5
C/G,0.20475254600678935,combined,48,48,0.5
D/E,0.026143790849673203,combined,48,48,0.5
D/F,0.4499410365573345,combined,48,48,0.5
D/G,0.00807341935046903,combined,48,48,0.5
E/F,0.009174311926605505,combined,48,48,0.5
E/G,0.0,combined,48,48,0.5
F/G,0.3849091283611415,combined,48,48,0.5
A/B,0.0,combined,49,49,0.5
A/C,0.0,combined,49,49,0.5
A/D,0.02127659574468085,combined,49,49,0.5
A/E,0.00022878059940517045,combined,49,49,0.5
A/F,0.16891144511679354,combined,49,49,0.5
A/G,0.0023150700033072427,combined,49,49,0.5
B/C,0.0,combined,49,49,0.5
B/D,0.0,combined,49,49,0.5
B/E,0.0913978494623656,combined,49,49,0.5
B/F,0.0,combined,49,49,0.5
B/G,0.0,combined,49,49,0.5
C/D,0.0,combined,49,49,0.5
C/E,0.0,combined,49,49,0.5
C/F,0.007908889591901298,combined,49,49,0.5
C/G,0.10166160443094514,combined,49,49,0.5
D/E,0.010752688172043012,combined,49,49,0.5
D/F,0.764525993883792,combined,49,49,0.5
D/G,0.013471502590673576,combined,49,49,0.5
E/F,0.008220709611653679,combined,49,49,0.5
E/G,0.00014485486656638254,combined,49,49,0.5
F/G,0.08512303718844576,combined,49,49,0.5
